state,county,RUCC_2013,Description
Minnesota,Traverse,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Minnesota,Wabasha,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Minnesota,Wadena,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Minnesota,Waseca,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Minnesota,Washington,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Minnesota,Watonwan,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Minnesota,Wilkin,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Minnesota,Winona,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
Minnesota,Wright,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Minnesota,Yellow Medicine,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Mississippi,Adams,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Mississippi,Alcorn,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Amite,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Attala,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Benton,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Mississippi,Bolivar,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Calhoun,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Mississippi,Carroll,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Mississippi,Chickasaw,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Choctaw,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Mississippi,Claiborne,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Clarke,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Mississippi,Clay,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Coahoma,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Copiah,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Mississippi,Covington,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,DeSoto,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Mississippi,Forrest,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Mississippi,Franklin,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Mississippi,George,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Greene,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Grenada,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Hancock,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Mississippi,Harrison,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Mississippi,Hinds,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Mississippi,Holmes,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Humphreys,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Issaquena,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Itawamba,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Jackson,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Mississippi,Jasper,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Mississippi,Jefferson,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Jefferson Davis,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Jones,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
Mississippi,Kemper,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Mississippi,Lafayette,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
Mississippi,Lamar,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Mississippi,Lauderdale,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Mississippi,Lawrence,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Leake,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Lee,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Mississippi,Leflore,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Mississippi,Lincoln,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Lowndes,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Mississippi,Madison,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Mississippi,Marion,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Marshall,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Mississippi,Monroe,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Montgomery,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Neshoba,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Newton,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Noxubee,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Oktibbeha,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Mississippi,Panola,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Pearl River,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Perry,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Mississippi,Pike,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Pontotoc,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Prentiss,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Quitman,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Rankin,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Mississippi,Scott,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Sharkey,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Simpson,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Mississippi,Smith,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Stone,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Sunflower,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Tallahatchie,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Tate,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Mississippi,Tippah,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Tishomingo,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Tunica,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Mississippi,Union,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Mississippi,Walthall,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Mississippi,Warren,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
Mississippi,Washington,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Mississippi,Wayne,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Webster,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Mississippi,Wilkinson,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Mississippi,Winston,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Yalobusha,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Mississippi,Yazoo,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Missouri,Adair,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Andrew,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Atchison,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Audrain,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Barry,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Barton,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Bates,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Benton,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Bollinger,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Boone,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Buchanan,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Butler,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Missouri,Caldwell,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Callaway,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Camden,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Cape Girardeau,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Carroll,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Carter,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Cass,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Cedar,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Chariton,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Christian,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Missouri,Clark,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Clay,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Clinton,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Cole,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Cooper,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Crawford,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Dade,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Missouri,Dallas,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Missouri,Daviess,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Missouri,DeKalb,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Dent,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Douglas,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Dunklin,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Franklin,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Gasconade,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Gentry,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Missouri,Greene,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Missouri,Grundy,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Harrison,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Henry,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Hickory,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Missouri,Holt,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Missouri,Howard,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Howell,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Iron,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Jackson,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Jasper,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Jefferson,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Johnson,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
Missouri,Knox,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Laclede,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Lafayette,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Lawrence,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Lewis,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Lincoln,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Linn,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Livingston,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,McDonald,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Missouri,Macon,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Madison,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Maries,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Missouri,Marion,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Missouri,Mercer,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Miller,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Mississippi,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Moniteau,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Monroe,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Montgomery,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Morgan,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Missouri,New Madrid,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Newton,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Nodaway,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Oregon,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Osage,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
Missouri,Ozark,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Pemiscot,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Perry,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Pettis,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
Missouri,Phelps,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Missouri,Pike,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Platte,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Polk,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
Missouri,Pulaski,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
Missouri,Putnam,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Ralls,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Randolph,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Ray,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Reynolds,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Ripley,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,St. Charles,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,St. Clair,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
Missouri,Ste. Genevieve,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,St. Francois,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
Missouri,St. Louis,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Saline,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Schuyler,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Scotland,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Scott,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
Missouri,Shannon,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Shelby,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Stoddard,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Stone,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
Missouri,Sullivan,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Taney,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
Missouri,Texas,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
Missouri,Vernon,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
Missouri,Warren,1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
Missouri,Washington,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
