state,county,year,broadband percent
Indiana,LaGrange,2017,0.54583335
Indiana,LaGrange,2018,0.58499998
Indiana,LaPorte,2017,0.83989125
Indiana,LaPorte,2018,0.77100003
Indiana,Lake,2017,0.84952563
Indiana,Lake,2018,0.773
Indiana,Lawrence,2017,0.53278691
Indiana,Lawrence,2018,0.72400004
Indiana,Madison,2017,0.8352384
Indiana,Madison,2018,0.77399999
Indiana,Marion,2017,0.83206671
Indiana,Marion,2018,0.76499999
Indiana,Marshall,2017,0.61675125
Indiana,Marshall,2018,0.69800001
Indiana,Martin,2017,0.42500001
Indiana,Martin,2018,0.708
Indiana,Miami,2017,0.50357145
Indiana,Miami,2018,0.722
Indiana,Monroe,2017,0.86588323
Indiana,Monroe,2018,0.82799995
Indiana,Montgomery,2017,0.48214287
Indiana,Montgomery,2018,0.78200001
Indiana,Morgan,2017,0.90329623
Indiana,Morgan,2018,0.78400004
Indiana,Newton,2017,0.56923079
Indiana,Newton,2018,0.78400004
Indiana,Noble,2017,0.53403139
Indiana,Noble,2018,0.77600002
Indiana,Ohio,2017,0.6885246
Indiana,Ohio,2018,0.73699999
Indiana,Orange,2017,0.47567567
Indiana,Orange,2018,0.64899999
Indiana,Owen,2017,0.41011235
Indiana,Owen,2018,0.67799997
Indiana,Parke,2017,0.41739133
Indiana,Parke,2018,0.662
Indiana,Perry,2017,0.54658389
Indiana,Perry,2018,0.70300001
Indiana,Pike,2017,0.51351351
Indiana,Pike,2018,0.65200001
Indiana,Porter,2017,0.87574005
Indiana,Porter,2018,0.82700002
Indiana,Posey,2017,0.55813956
Indiana,Posey,2018,0.75599998
Indiana,Pulaski,2017,0.51041669
Indiana,Pulaski,2018,0.727
Indiana,Putnam,2017,0.4950166
Indiana,Putnam,2018,0.77399999
Indiana,Randolph,2017,0.53500003
Indiana,Randolph,2018,0.71899998
Indiana,Ripley,2017,0.59192824
Indiana,Ripley,2018,0.73899996
Indiana,Rush,2017,0.53846151
Indiana,Rush,2018,0.63
Indiana,Scott,2017,0.54497355
Indiana,Scott,2018,0.66399997
Indiana,Shelby,2017,0.5905512
Indiana,Shelby,2018,0.73699999
Indiana,Spencer,2017,0.53801173
Indiana,Spencer,2018,0.699
Indiana,St. Joseph,2017,0.81260377
Indiana,St. Joseph,2018,0.764
Indiana,Starke,2017,0.54455447
Indiana,Starke,2018,0.70999998
Indiana,Steuben,2017,0.48148146
Indiana,Steuben,2018,0.79399997
Indiana,Sullivan,2017,0.58571428
Indiana,Sullivan,2018,0.65500003
Indiana,Switzerland,2017,0.49333331
Indiana,Switzerland,2018,0.68099999
Indiana,Tippecanoe,2017,0.88253862
Indiana,Tippecanoe,2018,0.82299995
Indiana,Tipton,2017,0.51351351
Indiana,Tipton,2018,0.74599999
Indiana,Union,2017,0.50684935
Indiana,Union,2018,0.67500001
Indiana,Vanderburgh,2017,0.82190019
Indiana,Vanderburgh,2018,0.77900004
Indiana,Vermillion,2017,0.53284669
Indiana,Vermillion,2018,0.77600002
Indiana,Vigo,2017,0.8676151
Indiana,Vigo,2018,0.76700002
Indiana,Wabash,2017,0.49122807
Indiana,Wabash,2018,0.71999997
Indiana,Warren,2017,0.56716418
Indiana,Warren,2018,0.76199996
Indiana,Warrick,2017,0.55632585
Indiana,Warrick,2018,0.82700002
Indiana,Washington,2017,0.58174902
Indiana,Washington,2018,0.66399997
Indiana,Wayne,2017,0.7420215
Indiana,Wayne,2018,0.69
Indiana,Wells,2017,0.52083331
Indiana,Wells,2018,0.75300002
Indiana,White,2017,0.53070176
Indiana,White,2018,0.76600003
Indiana,Whitley,2017,0.50937498
Indiana,Whitley,2018,0.77999997
Iowa,Adair,2017,0.69230765
Iowa,Adair,2018,0.71999997
Iowa,Adams,2017,0.56410253
Iowa,Adams,2018,0.72299999
Iowa,Allamakee,2017,0.59677416
Iowa,Allamakee,2018,0.70600003
Iowa,Appanoose,2017,0.54945052
Iowa,Appanoose,2018,0.676
Iowa,Audubon,2017,0.64179111
Iowa,Audubon,2018,0.70699996
Iowa,Benton,2017,0.65350878
Iowa,Benton,2018,0.76800001
Iowa,Black Hawk,2017,0.84720445
Iowa,Black Hawk,2018,0.79100001
Iowa,Boone,2017,0.65758759
Iowa,Boone,2018,0.78400004
Iowa,Bremer,2017,0.63900411
Iowa,Bremer,2018,0.79699999
Iowa,Buchanan,2017,0.59281439
Iowa,Buchanan,2018,0.76800001
Iowa,Buena Vista,2017,0.63253015
Iowa,Buena Vista,2018,0.787
Iowa,Butler,2017,0.57971019
Iowa,Butler,2018,0.72799999
Iowa,Calhoun,2017,0.70707071
Iowa,Calhoun,2018,0.759
Iowa,Carroll,2017,0.65853661
Iowa,Carroll,2018,0.76700002
Iowa,Cass,2017,0.57364345
Iowa,Cass,2018,0.72100002
Iowa,Cedar,2017,0.65497077
Iowa,Cedar,2018,0.78299993
Iowa,Cerro Gordo,2017,0.57843137
Iowa,Cerro Gordo,2018,0.76600003
Iowa,Cherokee,2017,0.62686563
Iowa,Cherokee,2018,0.80300003
Iowa,Chickasaw,2017,0.70754713
Iowa,Chickasaw,2018,0.74300003
Iowa,Clarke,2017,0.66176468
Iowa,Clarke,2018,0.76199996
Iowa,Clay,2017,0.57534248
Iowa,Clay,2018,0.77900004
Iowa,Clayton,2017,0.60000002
Iowa,Clayton,2018,0.71899998
Iowa,Clinton,2017,0.63182902
Iowa,Clinton,2018,0.759
Iowa,Crawford,2017,0.55395681
Iowa,Crawford,2018,0.73500001
Iowa,Dallas,2017,0.93733537
Iowa,Dallas,2018,0.88
Iowa,Davis,2017,0.59302324
Iowa,Davis,2018,0.62799996
Iowa,Decatur,2017,0.62903225
Iowa,Decatur,2018,0.69700003
Iowa,Delaware,2017,0.71337581
Iowa,Delaware,2018,0.75199997
Iowa,Des Moines,2017,0.58953166
Iowa,Des Moines,2018,0.74900001
Iowa,Dickinson,2017,0.54591835
Iowa,Dickinson,2018,0.81200004
Iowa,Dubuque,2017,0.89475387
Iowa,Dubuque,2018,0.81099999
Iowa,Emmet,2017,0.63265306
Iowa,Emmet,2018,0.727
Iowa,Fayette,2017,0.72222221
Iowa,Fayette,2018,0.73899996
Iowa,Floyd,2017,0.57664233
Iowa,Floyd,2018,0.73699999
Iowa,Franklin,2017,0.66346151
Iowa,Franklin,2018,0.67400002
Iowa,Fremont,2017,0.58904111
Iowa,Fremont,2018,0.74900001
Iowa,Greene,2017,0.61616158
Iowa,Greene,2018,0.74200004
Iowa,Grundy,2017,0.52475244
Iowa,Grundy,2018,0.792
Iowa,Guthrie,2017,0.6122449
Iowa,Guthrie,2018,0.741
Iowa,Hamilton,2017,0.56962025
Iowa,Hamilton,2018,0.74399996
Iowa,Hancock,2017,0.69
Iowa,Hancock,2018,0.74900001
Iowa,Hardin,2017,0.62400001
Iowa,Hardin,2018,0.71399999
Iowa,Harrison,2017,0.625
Iowa,Harrison,2018,0.713
Iowa,Henry,2017,0.60220993
Iowa,Henry,2018,0.745
Iowa,Howard,2017,0.64705878
Iowa,Howard,2018,0.73199999
Iowa,Humboldt,2017,0.63551402
Iowa,Humboldt,2018,0.75
Iowa,Ida,2017,0.63291138
Iowa,Ida,2018,0.741
Iowa,Iowa,2017,0.57446808
Iowa,Iowa,2018,0.73799998
Iowa,Jackson,2017,0.65625
Iowa,Jackson,2018,0.75099999
Iowa,Jasper,2017,0.58529413
Iowa,Jasper,2018,0.764
Iowa,Jefferson,2017,0.55147058
Iowa,Jefferson,2018,0.76899999
Iowa,Johnson,2017,0.92020088
Iowa,Johnson,2018,0.87700003
Iowa,Jones,2017,0.64814812
Iowa,Jones,2018,0.74399996
Iowa,Keokuk,2017,0.63157892
Iowa,Keokuk,2018,0.73400003
Iowa,Kossuth,2017,0.64666665
Iowa,Kossuth,2018,0.75300002
Iowa,Lee,2017,0.6354515
Iowa,Lee,2018,0.72299999
Iowa,Linn,2017,0.85896319
Iowa,Linn,2018,0.82799995
Iowa,Louisa,2017,0.69047624
Iowa,Louisa,2018,0.75999999
Iowa,Lucas,2017,0.46268657
Iowa,Lucas,2018,0.74200004
Iowa,Lyon,2017,0.60185182
Iowa,Lyon,2018,0.80300003
Iowa,Madison,2017,0.56296295
Iowa,Madison,2018,0.79500008
Iowa,Mahaska,2017,0.5724138
Iowa,Mahaska,2018,0.78299993
Iowa,Marion,2017,0.5927152
Iowa,Marion,2018,0.75999999
Iowa,Marshall,2017,0.63508773
Iowa,Marshall,2018,0.73000002
Iowa,Mills,2017,0.63636363
Iowa,Mills,2018,0.80399996
Iowa,Mitchell,2017,0.55462188
Iowa,Mitchell,2018,0.764
Iowa,Monona,2017,0.63999999
Iowa,Monona,2018,0.736
Iowa,Monroe,2017,0.55555558
Iowa,Monroe,2018,0.708
Iowa,Montgomery,2017,0.51999998
Iowa,Montgomery,2018,0.76700002
Iowa,Muscatine,2017,0.61904764
Iowa,Muscatine,2018,0.76100004
Iowa,O'Brien,2017,0.56028372
Iowa,O'Brien,2018,0.76100004
Iowa,Osceola,2017,0.625
Iowa,Osceola,2018,0.79800004
Iowa,Page,2017,0.61832064
Iowa,Page,2018,0.76100004
Iowa,Palo Alto,2017,0.6082474
Iowa,Palo Alto,2018,0.76300001
Iowa,Plymouth,2017,0.64516127
Iowa,Plymouth,2018,0.81999999
Iowa,Pocahontas,2017,0.64285713
Iowa,Pocahontas,2018,0.75599998
Iowa,Polk,2017,0.88638276
Iowa,Polk,2018,0.83299994
Iowa,Pottawattamie,2017,0.82809126
Iowa,Pottawattamie,2018,0.764
Iowa,Poweshiek,2017,0.61783439
Iowa,Poweshiek,2018,0.76600003
Iowa,Ringgold,2017,0.60416669
Iowa,Ringgold,2018,0.72100002
Iowa,Sac,2017,0.57647061
Iowa,Sac,2018,0.76100004
Iowa,Scott,2017,0.81174105
Iowa,Scott,2018,0.78899997
Iowa,Shelby,2017,0.61165047
Iowa,Shelby,2018,0.75599998
Iowa,Sioux,2017,0.56505579
Iowa,Sioux,2018,0.85500002
Iowa,Story,2017,0.79500937
Iowa,Story,2018,0.80700004
Iowa,Tama,2017,0.62666667
Iowa,Tama,2018,0.74200004
Iowa,Taylor,2017,0.57142854
Iowa,Taylor,2018,0.708
Iowa,Union,2017,0.57522124
Iowa,Union,2018,0.73500001
Iowa,Van Buren,2017,0.54411769
Iowa,Van Buren,2018,0.63499999
Iowa,Wapello,2017,0.61648744
Iowa,Wapello,2018,0.73400003
Iowa,Warren,2017,0.59101653
Iowa,Warren,2018,0.82200003
Iowa,Washington,2017,0.59358287
Iowa,Washington,2018,0.759
Iowa,Wayne,2017,0.49056602
Iowa,Wayne,2018,0.69
Iowa,Webster,2017,0.55593222
Iowa,Webster,2018,0.74900001
Iowa,Winnebago,2017,0.63636363
Iowa,Winnebago,2018,0.759
Iowa,Winneshiek,2017,0.65921789
Iowa,Winneshiek,2018,0.78800005
Iowa,Woodbury,2017,0.77772546
Iowa,Woodbury,2018,0.75699997
Iowa,Worth,2017,0.60000002
Iowa,Worth,2018,0.736
Iowa,Wright,2017,0.58677685
Iowa,Wright,2018,0.68199998
Kansas,Allen,2017,0.64423078
Kansas,Allen,2018,0.73299998
Kansas,Anderson,2017,0.56716418
Kansas,Anderson,2018,0.67199999
Kansas,Atchison,2017,0.62204725
Kansas,Atchison,2018,0.70999998
Kansas,Barber,2017,0.60655737
Kansas,Barber,2018,0.727
Kansas,Barton,2017,0.55348837
Kansas,Barton,2018,0.72900003
Kansas,Bourbon,2017,0.5413534
Kansas,Bourbon,2018,0.67400002
Kansas,Brown,2017,0.5959596
Kansas,Brown,2018,0.72900003
Kansas,Butler,2017,0.89296418
Kansas,Butler,2018,0.80700004
Kansas,Chase,2017,0.59090906
Kansas,Chase,2018,0.704
Kansas,Chautauqua,2017,0.48484847
Kansas,Chautauqua,2018,0.61400002
Kansas,Cherokee,2017,0.62702703
Kansas,Cherokee,2018,0.699
Kansas,Cheyenne,2017,0.33333331
Kansas,Cheyenne,2018,0.75999999
Kansas,Clark,2017,0.42105263
Kansas,Clark,2018,0.65399998
Kansas,Clay,2017,0.62337661
Kansas,Clay,2018,0.68900001
Kansas,Cloud,2017,0.51948053
Kansas,Cloud,2018,0.685
Kansas,Coffey,2017,0.56666666
Kansas,Coffey,2018,0.79100001
Kansas,Comanche,2017,0.47058824
Kansas,Comanche,2018,0.75800002
Kansas,Cowley,2017,0.554717
Kansas,Cowley,2018,0.72499996
Kansas,Crawford,2017,0.56748468
Kansas,Crawford,2018,0.75999999
Kansas,Decatur,2017,0.4642857
Kansas,Decatur,2018,0.76899999
Kansas,Dickinson,2017,0.49367088
Kansas,Dickinson,2018,0.73199999
Kansas,Doniphan,2017,0.55696201
Kansas,Doniphan,2018,0.648
Kansas,Douglas,2017,0.90935516
Kansas,Douglas,2018,0.861
Kansas,Edwards,2017,0.36363637
Kansas,Edwards,2018,0.65399998
Kansas,Elk,2017,0.33333331
Kansas,Elk,2018,0.64300001
Kansas,Ellis,2017,0.55980861
Kansas,Ellis,2018,0.80000001
Kansas,Ellsworth,2017,0.5
Kansas,Ellsworth,2018,0.73199999
Kansas,Finney,2017,0.53125
Kansas,Finney,2018,0.77399999
Kansas,Ford,2017,0.55440414
Kansas,Ford,2018,0.75699997
Kansas,Franklin,2017,0.54500002
Kansas,Franklin,2018,0.68799996
Kansas,Geary,2017,0.39901477
Kansas,Geary,2018,0.82200003
Kansas,Gove,2017,0.6111111
Kansas,Gove,2018,0.76199996
Kansas,Graham,2017,0.52173913
Kansas,Graham,2018,0.76700002
Kansas,Grant,2017,0.44897962
Kansas,Grant,2018,0.79399997
Kansas,Gray,2017,0.52941179
Kansas,Gray,2018,0.76899999
Kansas,Greeley,2017,0.1111111
Kansas,Greeley,2018,0.78299993
Kansas,Greenwood,2017,0.52631581
Kansas,Greenwood,2018,0.648
Kansas,Hamilton,2017,0.61538458
Kansas,Hamilton,2018,0.72400004
Kansas,Harper,2017,0.51785713
Kansas,Harper,2018,0.71899998
Kansas,Harvey,2017,0.62348181
Kansas,Harvey,2018,0.79100001
Kansas,Haskell,2017,0.54838711
Kansas,Haskell,2018,0.75199997
Kansas,Hodgeman,2017,0.64285713
Kansas,Hodgeman,2018,0.78099996
Kansas,Jackson,2017,0.64705878
Kansas,Jackson,2018,0.773
Kansas,Jefferson,2017,0.62337661
Kansas,Jefferson,2018,0.77900004
Kansas,Jewell,2017,0.57692307
Kansas,Jewell,2018,0.66399997
Kansas,Johnson,2017,0.95040238
Kansas,Johnson,2018,0.91299999
Kansas,Kearny,2017,0.44827586
Kansas,Kearny,2018,0.73400003
Kansas,Kingman,2017,0.48214287
Kansas,Kingman,2018,0.71100003
Kansas,Kiowa,2017,0.46153846
Kansas,Kiowa,2018,0.71499997
Kansas,Labette,2017,0.57894737
Kansas,Labette,2018,0.73100001
Kansas,Lane,2017,0.46153846
Kansas,Lane,2018,0.81099999
Kansas,Leavenworth,2017,0.82793891
Kansas,Leavenworth,2018,0.80899996
Kansas,Lincoln,2017,0.58823526
Kansas,Lincoln,2018,0.71799999
Kansas,Linn,2017,0.5316456
Kansas,Linn,2018,0.57199997
Kansas,Logan,2017,0.53571433
Kansas,Logan,2018,0.773
Kansas,Lyon,2017,0.50607288
Kansas,Lyon,2018,0.79699999
Kansas,Marion,2017,0.56
Kansas,Marion,2018,0.72100002
Kansas,Marshall,2017,0.57647061
Kansas,Marshall,2018,0.72799999
Kansas,McPherson,2017,0.5960784
Kansas,McPherson,2018,0.78600001
Kansas,Meade,2017,0.58333331
Kansas,Meade,2018,0.773
Kansas,Miami,2017,0.57794678
Kansas,Miami,2018,0.72100002
Kansas,Mitchell,2017,0.5
Kansas,Mitchell,2018,0.76899999
Kansas,Montgomery,2017,0.49173555
Kansas,Montgomery,2018,0.727
Kansas,Morris,2017,0.53846151
Kansas,Morris,2018,0.77200001
Kansas,Morton,2017,0.2173913
Kansas,Morton,2018,0.70600003
Kansas,Nemaha,2017,0.49484536
Kansas,Nemaha,2018,0.74800003
Kansas,Neosho,2017,0.58823526
Kansas,Neosho,2018,0.68700004
Kansas,Ness,2017,0.53846151
Kansas,Ness,2018,0.72400004
Kansas,Norton,2017,0.46341464
Kansas,Norton,2018,0.77499998
Kansas,Osage,2017,0.515625
Kansas,Osage,2018,0.75300002
Kansas,Osborne,2017,0.5
Kansas,Osborne,2018,0.71999997
Kansas,Ottawa,2017,0.68000001
Kansas,Ottawa,2018,0.67699999
Kansas,Pawnee,2017,0.58730161
Kansas,Pawnee,2018,0.68900001
Kansas,Phillips,2017,0.65789473
Kansas,Phillips,2018,0.80199999
Kansas,Pottawatomie,2017,0.55555558
Kansas,Pottawatomie,2018,0.829
Kansas,Pratt,2017,0.66197181
Kansas,Pratt,2018,0.73299998
Kansas,Rawlins,2017,0.34999999
Kansas,Rawlins,2018,0.78800005
Kansas,Reno,2017,0.57861638
Kansas,Reno,2018,0.778
Kansas,Republic,2017,0.57142854
Kansas,Republic,2018,0.662
Kansas,Rice,2017,0.58536589
Kansas,Rice,2018,0.75999999
Kansas,Riley,2017,0.92598093
Kansas,Riley,2018,0.86799997
Kansas,Rooks,2017,0.51020408
Kansas,Rooks,2018,0.73299998
Kansas,Rush,2017,0.26666665
Kansas,Rush,2018,0.72100002
Kansas,Russell,2017,0.49019608
Kansas,Russell,2018,0.76700002
Kansas,Saline,2017,0.54347825
Kansas,Saline,2018,0.77900004
Kansas,Scott,2017,0.61363637
Kansas,Scott,2018,0.86700004
Kansas,Sedgwick,2017,0.87653625
Kansas,Sedgwick,2018,0.79399997
Kansas,Seward,2017,0.45801526
Kansas,Seward,2018,0.77100003
Kansas,Shawnee,2017,0.72883993
Kansas,Shawnee,2018,0.72600001
Kansas,Sheridan,2017,0.23076923
Kansas,Sheridan,2018,0.76499999
Kansas,Sherman,2017,0.53030306
Kansas,Sherman,2018,0.83600003
Kansas,Smith,2017,0.29411763
Kansas,Smith,2018,0.77900004
Kansas,Stafford,2017,0.45454544
Kansas,Stafford,2018,0.70300001
Kansas,Stanton,2017,0.42857143
Kansas,Stanton,2018,0.68900001
Kansas,Stevens,2017,0.61363637
Kansas,Stevens,2018,0.722
Kansas,Sumner,2017,0.60317457
Kansas,Sumner,2018,0.73799998
Kansas,Thomas,2017,0.60655737
Kansas,Thomas,2018,0.84200001
Kansas,Trego,2017,0.57575756
Kansas,Trego,2018,0.86000001
Kansas,Wabaunsee,2017,0.45161289
Kansas,Wabaunsee,2018,0.75599998
Kansas,Wallace,2017,0.41666669
Kansas,Wallace,2018,0.77600002
Kansas,Washington,2017,0.68627447
Kansas,Washington,2018,0.68799996
Kansas,Wichita,2017,0.42857143
Kansas,Wichita,2018,0.76199996
Kansas,Wilson,2017,0.5633803
Kansas,Wilson,2018,0.62900001
Kansas,Woodson,2017,0.41379312
Kansas,Woodson,2018,0.616
Kansas,Wyandotte,2017,0.77911997
Kansas,Wyandotte,2018,0.71899998
Kentucky,Adair,2017,0.59375
Kentucky,Adair,2018,0.66600001
Kentucky,Allen,2017,0.55813956
Kentucky,Allen,2018,0.65600002
Kentucky,Anderson,2017,0.65865386
Kentucky,Anderson,2018,0.75099999
Kentucky,Ballard,2017,0.52564102
Kentucky,Ballard,2018,0.70600003
Kentucky,Barren,2017,0.54246575
Kentucky,Barren,2018,0.76300001
Kentucky,Bath,2017,0.44554454
Kentucky,Bath,2018,0.69200003
Kentucky,Bell,2017,0.51984125
Kentucky,Bell,2018,0.60600001
Kentucky,Boone,2017,0.93614
Kentucky,Boone,2018,0.89200002
Kentucky,Bourbon,2017,0.57714289
Kentucky,Bourbon,2018,0.68599999
Kentucky,Boyd,2017,0.58449304
Kentucky,Boyd,2018,0.773
Kentucky,Boyle,2017,0.55776894
Kentucky,Boyle,2018,0.75199997
Kentucky,Bracken,2017,0.44705883
Kentucky,Bracken,2018,0.65500003
Kentucky,Breathitt,2017,0.49599999
Kentucky,Breathitt,2018,0.60699999
Kentucky,Breckinridge,2017,0.39655173
Kentucky,Breckinridge,2018,0.69400001
Kentucky,Bullitt,2017,0.8299824
Kentucky,Bullitt,2018,0.81200004
Kentucky,Butler,2017,0.63076925
Kentucky,Butler,2018,0.63299996
Kentucky,Caldwell,2017,0.54166669
Kentucky,Caldwell,2018,0.73199999
Kentucky,Calloway,2017,0.51147538
Kentucky,Calloway,2018,0.76999998
Kentucky,Campbell,2017,0.85257524
Kentucky,Campbell,2018,0.792
Kentucky,Carlisle,2017,0.58333331
Kentucky,Carlisle,2018,0.71700001
Kentucky,Carroll,2017,0.50537634
Kentucky,Carroll,2018,0.61699998
Kentucky,Carter,2017,0.60964912
Kentucky,Carter,2018,0.58599997
Kentucky,Casey,2017,0.53030306
Kentucky,Casey,2018,0.66600001
Kentucky,Christian,2017,0.72343719
Kentucky,Christian,2018,0.71999997
Kentucky,Clark,2017,0.57328993
Kentucky,Clark,2018,0.75
Kentucky,Clay,2017,0.44910181
Kentucky,Clay,2018,0.69400001
Kentucky,Clinton,2017,0.3611111
Kentucky,Clinton,2018,0.51699996
Kentucky,Crittenden,2017,0.77777779
Kentucky,Crittenden,2018,0.60100001
Kentucky,Cumberland,2017,0.51785713
Kentucky,Cumberland,2018,0.61199999
Kentucky,Daviess,2017,0.86597657
Kentucky,Daviess,2018,0.78999996
Kentucky,Edmonson,2017,0.60576922
Kentucky,Edmonson,2018,0.73400003
Kentucky,Elliott,2017,0.40000001
Kentucky,Elliott,2018,0.63200003
Kentucky,Estill,2017,0.5648855
Kentucky,Estill,2018,0.63999999
Kentucky,Fayette,2017,0.90085948
Kentucky,Fayette,2018,0.84200001
Kentucky,Fleming,2017,0.55172414
Kentucky,Fleming,2018,0.704
Kentucky,Floyd,2017,0.44817927
Kentucky,Floyd,2018,0.68000001
Kentucky,Franklin,2017,0.56999999
Kentucky,Franklin,2018,0.79399997
Kentucky,Fulton,2017,0.39655173
Kentucky,Fulton,2018,0.61500001
Kentucky,Gallatin,2017,0.54929578
Kentucky,Gallatin,2018,0.65500003
Kentucky,Garrard,2017,0.59863943
Kentucky,Garrard,2018,0.74000001
Kentucky,Grant,2017,0.51269037
Kentucky,Grant,2018,0.66600001
Kentucky,Graves,2017,0.52857143
Kentucky,Graves,2018,0.69499999
Kentucky,Grayson,2017,0.51666665
Kentucky,Grayson,2018,0.64399999
Kentucky,Green,2017,0.51999998
Kentucky,Green,2018,0.65200001
Kentucky,Greenup,2017,0.51796407
Kentucky,Greenup,2018,0.77499998
Kentucky,Hancock,2017,0.5479452
Kentucky,Hancock,2018,0.75199997
Kentucky,Hardin,2017,0.84125602
Kentucky,Hardin,2018,0.76899999
Kentucky,Harlan,2017,0.47058824
Kentucky,Harlan,2018,0.63
Kentucky,Harrison,2017,0.66423357
Kentucky,Harrison,2018,0.65899998
Kentucky,Hart,2017,0.57058823
Kentucky,Hart,2018,0.667
Kentucky,Henderson,2017,0.55213267
Kentucky,Henderson,2018,0.72600001
Kentucky,Henry,2017,0.63043481
Kentucky,Henry,2018,0.68199998
Kentucky,Hickman,2017,0.65714288
Kentucky,Hickman,2018,0.58599997
Kentucky,Hopkins,2017,0.57499999
Kentucky,Hopkins,2018,0.69400001
Kentucky,Jackson,2017,0.56034482
Kentucky,Jackson,2018,0.65100002
Kentucky,Jefferson,2017,0.88047719
Kentucky,Jefferson,2018,0.80500001
Kentucky,Jessamine,2017,0.5777778
Kentucky,Jessamine,2018,0.81799996
Kentucky,Johnson,2017,0.52657008
Kentucky,Johnson,2018,0.73699999
Kentucky,Kenton,2017,0.89344132
Kentucky,Kenton,2018,0.83100003
Kentucky,Knott,2017,0.45925927
Kentucky,Knott,2018,0.63
Kentucky,Knox,2017,0.54852319
Kentucky,Knox,2018,0.52999997
Kentucky,Larue,2017,0.5859375
Kentucky,Larue,2018,0.69800001
Kentucky,Laurel,2017,0.54961836
Kentucky,Laurel,2018,0.72400004
Kentucky,Lawrence,2017,0.49285713
Kentucky,Lawrence,2018,0.63700002
Kentucky,Lee,2017,0.51724136
Kentucky,Lee,2018,0.542
Kentucky,Leslie,2017,0.54838711
Kentucky,Leslie,2018,0.625
Kentucky,Letcher,2017,0.56306303
Kentucky,Letcher,2018,0.67199999
Kentucky,Lewis,2017,0.4789916
Kentucky,Lewis,2018,0.64500004
Kentucky,Lincoln,2017,0.53723407
Kentucky,Lincoln,2018,0.63499999
Kentucky,Livingston,2017,0.61855674
Kentucky,Livingston,2018,0.65799999
Kentucky,Logan,2017,0.5975104
Kentucky,Logan,2018,0.62099999
Kentucky,Lyon,2017,0.54666668
Kentucky,Lyon,2018,0.68599999
Kentucky,Madison,2017,0.84627837
Kentucky,Madison,2018,0.77999997
Kentucky,Magoffin,2017,0.56043959
Kentucky,Magoffin,2018,0.66900003
Kentucky,Marion,2017,0.62234044
Kentucky,Marion,2018,0.66499996
Kentucky,Marshall,2017,0.62839878
Kentucky,Marshall,2018,0.77700001
Kentucky,Martin,2017,0.32098767
Kentucky,Martin,2018,0.69099998
Kentucky,Mason,2017,0.55263156
Kentucky,Mason,2018,0.70199996
Kentucky,McCracken,2017,0.81897104
Kentucky,McCracken,2018,0.75300002
Kentucky,McCreary,2017,0.50335574
Kentucky,McCreary,2018,0.52700001
Kentucky,McLean,2017,0.70769233
Kentucky,McLean,2018,0.70999998
Kentucky,Meade,2017,0.54724413
Kentucky,Meade,2018,0.83399999
Kentucky,Menifee,2017,0.4074074
Kentucky,Menifee,2018,0.648
Kentucky,Mercer,2017,0.53535354
Kentucky,Mercer,2018,0.741
Kentucky,Metcalfe,2017,0.5321101
Kentucky,Metcalfe,2018,0.73100001
Kentucky,Monroe,2017,0.5
Kentucky,Monroe,2018,0.64099997
Kentucky,Montgomery,2017,0.48106059
Kentucky,Montgomery,2018,0.71100003
Kentucky,Morgan,2017,0.47619048
Kentucky,Morgan,2018,0.67199999
Kentucky,Muhlenberg,2017,0.63414633
Kentucky,Muhlenberg,2018,0.69400001
Kentucky,Nelson,2017,0.59168702
Kentucky,Nelson,2018,0.78600001
Kentucky,Nicholas,2017,0.54666668
Kentucky,Nicholas,2018,0.59500003
Kentucky,Ohio,2017,0.59487176
Kentucky,Ohio,2018,0.68599999
Kentucky,Oldham,2017,0.92908448
Kentucky,Oldham,2018,0.90199995
Kentucky,Owen,2017,0.4623656
Kentucky,Owen,2018,0.583
Kentucky,Owsley,2017,0.48275864
Kentucky,Owsley,2018,0.61400002
Kentucky,Pendleton,2017,0.44666669
Kentucky,Pendleton,2018,0.67699999
Kentucky,Perry,2017,0.51867217
Kentucky,Perry,2018,0.70999998
Kentucky,Pike,2017,0.57142854
Kentucky,Pike,2018,0.71600002
Kentucky,Powell,2017,0.47499999
Kentucky,Powell,2018,0.60600001
Kentucky,Pulaski,2017,0.55311972
Kentucky,Pulaski,2018,0.67500001
Kentucky,Robertson,2017,0.35714287
Kentucky,Robertson,2018,0.48099998
Kentucky,Rockcastle,2017,0.50724638
Kentucky,Rockcastle,2018,0.64700001
Kentucky,Rowan,2017,0.60000002
Kentucky,Rowan,2018,0.80599999
Kentucky,Russell,2017,0.56410253
Kentucky,Russell,2018,0.60899997
Kentucky,Scott,2017,0.56280196
Kentucky,Scott,2018,0.83299994
Kentucky,Shelby,2017,0.539823
Kentucky,Shelby,2018,0.77900004
Kentucky,Simpson,2017,0.65921789
Kentucky,Simpson,2018,0.699
Kentucky,Spencer,2017,0.69629633
Kentucky,Spencer,2018,0.87900001
Kentucky,Taylor,2017,0.4957265
Kentucky,Taylor,2018,0.74300003
Kentucky,Todd,2017,0.51020408
Kentucky,Todd,2018,0.551
Kentucky,Trigg,2017,0.48648646
Kentucky,Trigg,2018,0.67500001
Kentucky,Trimble,2017,0.48351651
Kentucky,Trimble,2018,0.667
Kentucky,Union,2017,0.64963502
Kentucky,Union,2018,0.69700003
Kentucky,Warren,2017,0.88760239
