state,county,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19","Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
Tennessee,Shelby,70992,168598,179360,193651,11.588619232177734,27.521665573120117,29.2784366607666,31.611276626586914
Tennessee,Smith,2008,6340,3313,1965,14.736533164978027,46.52869415283203,24.313812255859375,14.42095947265625
Tennessee,Stewart,1231,4310,2573,1499,12.805575370788574,44.83511734008789,26.765838623046875,15.593466758728027
Tennessee,Sullivan,14702,39723,33023,27030,12.842641830444336,34.699241638183594,28.846590042114258,23.611522674560547
Tennessee,Sumner,12890,38859,38641,35287,10.256450653076172,30.91973876953125,30.746278762817383,28.077531814575195
Tennessee,Tipton,5015,15456,13526,7095,12.20432186126709,37.6131591796875,32.9163818359375,17.26613426208496
Tennessee,Trousdale,1120,2762,2321,993,15.564202308654785,38.3824348449707,32.2540283203125,13.799332618713379
Tennessee,Unicoi,2011,5280,4118,1981,15.018671035766602,39.432411193847656,30.75429344177246,14.794622421264648
Tennessee,Union,3162,6201,3100,1370,22.858381271362305,44.82758712768555,22.410179138183594,9.903853416442871
Tennessee,Van Buren,900,2173,876,332,21.02312469482422,50.7591667175293,20.462509155273438,7.755197525024414
Tennessee,Warren,5725,12081,6027,4057,20.527070999145508,43.31660079956055,21.609895706176758,14.546432495117188
Tennessee,Washington,9839,25359,24584,27842,11.228658676147461,28.94070053100586,28.05624008178711,31.774398803710938
Tennessee,Wayne,2446,5759,2944,1202,19.80406379699707,46.627803802490234,23.83612632751465,9.73200511932373
Tennessee,Weakley,3194,8367,5297,4634,14.861343383789062,38.930763244628906,24.646379470825195,21.561511993408203
Tennessee,White,3160,8582,4737,2311,16.817455291748047,45.6732292175293,25.21021842956543,12.299095153808594
Tennessee,Williamson,6828,19402,32549,87566,4.665687084197998,13.257713317871094,22.24127960205078,59.83531951904297
Tennessee,Wilson,7895,27218,28358,30399,8.410568237304688,28.995418548583984,30.20986557006836,32.38414764404297
Texas,Anderson,7851,16361,13397,4464,18.660423278808594,38.88717269897461,31.842273712158203,10.610130310058594
Texas,Andrews,2969,3739,2686,1306,27.747663497924805,34.94392395019531,25.10280418395996,12.205607414245605
Texas,Angelina,10350,18078,19153,9694,18.070711135864258,31.563508987426758,33.4404182434082,16.92535972595215
Texas,Aransas,2779,5580,5608,3911,15.544244766235352,31.211544036865234,31.368162155151367,21.876049041748047
Texas,Archer,593,2175,1902,1467,9.662701606750488,35.44076919555664,30.992341995239258,23.90418815612793
Texas,Armstrong,184,314,583,319,13.142857551574707,22.428571701049805,41.64285659790039,22.785715103149414
Texas,Atascosa,7205,12168,7525,4533,22.923229217529297,38.71337127685547,23.94133186340332,14.422067642211914
Texas,Austin,3246,5899,6251,4839,16.04151153564453,29.15245819091797,30.892019271850586,23.914011001586914
Texas,Bailey,985,1499,1050,735,23.073318481445312,35.113609313964844,24.595924377441406,17.217145919799805
Texas,Bandera,1807,5463,5777,3857,10.689777374267578,32.31779479980469,34.17534255981445,22.81708526611328
Texas,Bastrop,10040,16876,17145,11485,18.075109481811523,30.38202476501465,30.866308212280273,20.676555633544922
Texas,Baylor,368,886,701,579,14.522494316101074,34.964481353759766,27.663772583007812,22.84925079345703
Texas,Bee,5406,7530,7107,1966,24.562679290771484,34.21327590942383,32.29133605957031,8.932709693908691
Texas,Bell,18969,55003,84347,53200,8.967988967895508,26.00381088256836,39.87679672241211,25.151405334472656
Texas,Bexar,197394,316364,384219,349451,15.824079513549805,25.361303329467773,30.80089569091797,28.013721466064453
Texas,Blanco,855,2625,2880,2290,9.884392738342285,30.346820831298828,33.294795989990234,26.473987579345703
Texas,Borden,22,84,147,165,5.263157844543457,20.095693588256836,35.16746520996094,39.47368240356445
Texas,Bosque,1767,4488,4256,2595,13.48237419128418,34.243858337402344,32.47367477416992,19.800090789794922
Texas,Bowie,7114,22005,21088,13041,11.247786521911621,34.7916145324707,33.341766357421875,20.618833541870117
Texas,Brazoria,28407,60073,76226,70694,12.067544937133789,25.519540786743164,32.38147735595703,30.031435012817383
Texas,Brazos,15194,22776,31170,49439,12.813398361206055,19.207448959350586,26.286273956298828,41.69287872314453
Texas,Brewster,977,1453,1658,2722,14.346549034118652,21.33626937866211,24.34654998779297,39.97063064575195
Texas,Briscoe,146,382,313,207,13.931297302246094,36.450382232666016,29.866413116455078,19.751909255981445
Texas,Brooks,1262,1000,1150,635,31.183591842651367,24.70966148376465,28.41611099243164,15.690634727478027
Texas,Brown,3332,9460,8283,4991,12.782936096191406,36.29248809814453,31.777027130126953,19.14754867553711
Texas,Burleson,2208,4844,3389,2181,17.49326515197754,38.377437591552734,26.849945068359375,17.279354095458984
Texas,Burnet,3806,10048,10496,8287,11.66161060333252,30.78714370727539,32.15981674194336,25.39142608642578
Texas,Caldwell,5941,10336,7027,3995,21.7627010345459,37.8621940612793,25.740869522094727,14.634235382080078
Texas,Calhoun,2974,4750,4613,2043,20.681501388549805,33.03199005126953,32.07927703857422,14.207232475280762
Texas,Callahan,1161,3518,3090,2070,11.799979209899902,35.75566482543945,31.405630111694336,21.03872299194336
Texas,Cameron,79284,65120,59780,42787,32.10255432128906,26.367467880249023,24.205270767211914,17.32470703125
Texas,Camp,1082,2983,2747,1636,12.807765007019043,35.31013107299805,32.516571044921875,19.365530014038086
Texas,Carson,274,1317,1356,1171,6.65371561050415,31.981544494628906,32.92860794067383,28.436134338378906
Texas,Cass,2965,9115,5537,3444,14.078153610229492,43.27904510498047,26.290300369262695,16.35249900817871
Texas,Castro,1205,1501,1228,727,25.852821350097656,32.20338821411133,26.346277236938477,15.597511291503906
Texas,Chambers,2994,7039,10143,5941,11.463797569274902,26.951793670654297,38.83677291870117,22.747634887695312
Texas,Cherokee,7127,10374,10641,5835,20.975954055786133,30.532419204711914,31.31824493408203,17.173381805419922
Texas,Childress,933,1805,1495,945,18.018539428710938,34.8590202331543,28.87215232849121,18.250289916992188
Texas,Clay,715,2792,2436,1615,9.460174560546875,36.94099044799805,32.23074722290039,21.368085861206055
Texas,Cochran,608,578,544,151,32.3232307434082,30.728336334228516,28.920785903930664,8.027645111083984
Texas,Coke,407,853,796,446,16.266986846923828,34.09272766113281,31.81454849243164,17.82573890686035
Texas,Coleman,829,2254,2094,970,13.48625373840332,36.66829299926758,34.065399169921875,15.780055046081543
Texas,Collin,39451,95753,168971,334153,6.180365085601807,15.000595092773438,26.470874786376953,52.348167419433594
Texas,Collingsworth,514,510,544,398,26.144454956054688,25.940996170043945,27.67039680480957,20.244150161743164
Texas,Colorado,2424,4925,3981,3008,16.906124114990234,34.349281311035156,27.765378952026367,20.979215621948242
Texas,Comal,7291,24695,30385,36365,7.384337902069092,25.011140823364258,30.773983001708984,36.83053970336914
Texas,Comanche,1481,3344,2801,1945,15.473827362060547,34.93887710571289,29.26548957824707,20.321805953979492
Texas,Concho,844,808,632,342,32.14013671875,30.769229888916016,24.0670223236084,13.02361011505127
Texas,Cooke,3766,8507,9113,5639,13.935245513916016,31.478260040283203,33.72063064575195,20.86586570739746
Texas,Coryell,5749,13422,20924,7681,12.033238410949707,28.093603134155273,43.79604721069336,16.077110290527344
Texas,Cottle,254,287,347,179,23.80506134033203,26.897844314575195,32.521087646484375,16.7760066986084
Texas,Crane,595,951,929,427,20.503101348876953,32.770503997802734,32.01240539550781,14.713990211486816
Texas,Crockett,544,794,700,332,22.95358657836914,33.50210952758789,29.535865783691406,14.008439064025879
Texas,Crosby,899,1344,1011,493,23.99252700805664,35.86869430541992,26.981584548950195,13.15719223022461
Texas,Culberson,480,499,300,146,33.68421173095703,35.01754379272461,21.052631378173828,10.245614051818848
Texas,Dallam,1337,1264,1198,712,29.638660430908203,28.020395278930664,26.55730438232422,15.783639907836914
Texas,Dallas,344888,377558,421593,525525,20.65736961364746,22.614168167114258,25.25168228149414,31.47677993774414
Texas,Dawson,2432,2610,1891,1151,30.084115982055664,32.28599548339844,23.39188575744629,14.238000869750977
Texas,Deaf Smith,2877,4022,2782,1318,26.156923294067383,36.566959381103516,25.293209075927734,11.98290729522705
Texas,Delta,441,1153,1104,905,12.239800453186035,32.0011100769043,30.641132354736328,25.117958068847656
Texas,Denton,41035,97623,161882,246869,7.496222972869873,17.833648681640625,29.572402954101562,45.09772491455078
Texas,DeWitt,2768,5625,4181,1811,19.242265701293945,39.103233337402344,29.064998626708984,12.589503288269043
Texas,Dickens,255,587,494,303,15.558267593383789,35.81452178955078,30.140329360961914,18.48688316345215
Texas,Dimmit,2173,2343,1075,877,33.59616470336914,36.224491119384766,16.620285034179688,13.559060096740723
Texas,Donley,248,747,807,392,11.303555488586426,34.047401428222656,36.78213119506836,17.86690902709961
Texas,Duval,2230,2176,2049,639,31.435014724731445,30.673809051513672,28.883563995361328,9.007612228393555
Texas,Eastland,1945,3945,4598,1997,15.578694343566895,31.597917556762695,36.82819366455078,15.995194435119629
Texas,Ector,22947,28933,28853,14687,24.048418045043945,30.321735382080078,30.237895965576172,15.391951560974121
Texas,Edwards,409,332,458,266,27.918088912963867,22.6621150970459,31.262798309326172,18.15699577331543
Texas,Ellis,15428,30952,38164,27193,13.807422637939453,27.700761795043945,34.15520477294922,24.336612701416016
Texas,El Paso,109968,121083,160567,119062,21.533641815185547,23.71015167236328,31.441802978515625,23.314403533935547
Texas,Erath,2844,6379,7385,7625,11.736062049865723,26.3236083984375,30.474971771240234,31.465356826782227
Texas,Falls,2819,4694,3177,1519,23.089523315429688,38.44704818725586,26.021787643432617,12.441641807556152
Texas,Fannin,3530,8551,7970,4224,14.541709899902344,35.22554016113281,32.832130432128906,17.400617599487305
Texas,Fayette,2541,7142,4987,3597,13.910329818725586,39.09782791137695,27.300596237182617,19.691246032714844
Texas,Fisher,371,930,877,499,13.858797073364258,34.740379333496094,32.76055145263672,18.640268325805664
Texas,Floyd,974,1043,1153,600,25.83554458618164,27.665782928466797,30.583555221557617,15.915119171142578
Texas,Foard,170,300,315,152,18.143009185791016,32.01707458496094,33.6179313659668,16.22198486328125
Texas,Fort Bend,46011,87576,130047,226577,9.385958671569824,17.864959716796875,26.528779983520508,46.22030258178711
Texas,Franklin,631,2037,2683,1938,8.656880378723145,27.94622039794922,36.80889129638672,26.588008880615234
Texas,Freestone,2421,4616,4752,2126,17.39849090576172,33.17283630371094,34.15019607543945,15.27847671508789
Texas,Frio,4213,4252,3077,907,33.84207534790039,34.15535354614258,24.71684455871582,7.2857255935668945
Texas,Gaines,4322,3376,2326,1295,38.18358612060547,29.825956344604492,20.549518585205078,11.440939903259277
Texas,Galveston,24521,55542,73667,69437,10.987735748291016,24.88808822631836,33.00980758666992,31.11436653137207
Texas,Garza,1733,1289,861,626,38.434242248535156,28.587270736694336,19.095142364501953,13.883344650268555
Texas,Gillespie,2134,5779,5185,6229,11.041547775268555,29.901174545288086,26.8277530670166,32.229522705078125
Texas,Glasscock,271,166,209,241,30.55242347717285,18.71476936340332,23.562570571899414,27.170236587524414
Texas,Goliad,904,1407,2086,918,17.008466720581055,26.472248077392578,39.247413635253906,17.27187156677246
Texas,Gonzales,3117,5893,2618,1748,23.30293083190918,44.0565185546875,19.572368621826172,13.068181991577148
Texas,Gray,2932,4841,4963,2058,19.818845748901367,32.72272491455078,33.54738235473633,13.91104507446289
Texas,Grayson,9954,26567,33742,18048,11.271529197692871,30.083454132080078,38.20814895629883,20.436864852905273
Texas,Gregg,12711,22480,27622,17008,15.924381256103516,28.163015365600586,34.60492706298828,21.307676315307617
Texas,Grimes,3717,6685,5765,3019,19.37350082397461,34.84311294555664,30.047950744628906,15.735431671142578
Texas,Guadalupe,11792,31836,31410,29451,11.285398483276367,30.468278884887695,30.06058120727539,28.185741424560547
Texas,Hale,4888,7253,5165,3578,23.40547752380371,34.72993850708008,24.73185157775879,17.132732391357422
Texas,Hall,424,623,702,331,20.384614944458008,29.951923370361328,33.75,15.913461685180664
Texas,Hamilton,946,2121,1527,1329,15.971635818481445,35.80955505371094,25.780855178833008,22.43795394897461
Texas,Hansford,1087,899,876,511,32.226505279541016,26.65283203125,25.970945358276367,15.149718284606934
Texas,Hardeman,584,904,899,378,21.121156692504883,32.694393157958984,32.5135612487793,13.670886039733887
Texas,Hardin,4607,14616,12611,6446,12.035005569458008,38.181819915771484,32.944095611572266,16.839080810546875
Texas,Harris,550911,693463,787414,932169,18.587011337280273,23.396526336669922,26.566308975219727,31.450153350830078
Texas,Harrison,6470,14899,14138,8374,14.74442195892334,33.953189849853516,32.218955993652344,19.08342933654785
Texas,Hartley,745,1604,1162,762,17.435056686401367,37.538028717041016,27.19400978088379,17.832904815673828
Texas,Haskell,1191,1405,936,476,29.71556854248047,35.05488967895508,23.35329246520996,11.87624740600586
Texas,Hays,12697,29833,37705,47623,9.930547714233398,23.332916259765625,29.48974609375,37.246788024902344
Texas,Hemphill,435,765,713,515,17.915979385375977,31.507413864135742,29.365732192993164,21.210872650146484
Texas,Henderson,9441,19697,18177,9926,16.493423461914062,34.410648345947266,31.755210876464844,17.340717315673828
Texas,Hidalgo,164284,112550,112774,89652,34.27867889404297,23.484121322631836,23.530860900878906,18.70633888244629
Texas,Hill,4027,8512,7637,4239,16.493959426879883,34.86381149291992,31.279951095581055,17.36227798461914
Texas,Hockley,3424,3848,4843,2277,23.79099464416504,26.737075805664062,33.650638580322266,15.821290016174316
Texas,Hood,4445,12630,13886,11109,10.565723419189453,30.021392822265625,33.006893157958984,26.405990600585938
Texas,Hopkins,3695,8734,7151,4917,15.083479881286621,35.65334701538086,29.191329956054688,20.07184600830078
Texas,Houston,3127,6023,4960,2535,18.786422729492188,36.18503952026367,29.798738479614258,15.229798316955566
Texas,Howard,4942,8317,8315,3117,20.015390396118164,33.6843376159668,33.676239013671875,12.624032974243164
Texas,Hudspeth,1306,898,418,314,44.4822883605957,30.585830688476562,14.23705768585205,10.694823265075684
Texas,Hunt,9604,21111,19005,12356,15.471357345581055,34.0083122253418,30.61569595336914,19.904632568359375
Texas,Hutchinson,1963,4814,5241,1959,14.044501304626465,34.442298889160156,37.497318267822266,14.015883445739746
Texas,Irion,71,391,421,156,6.833493709564209,37.63233947753906,40.51972961425781,15.014436721801758
Texas,Jack,1089,2427,1733,817,17.95252227783203,40.009891510009766,28.569072723388672,13.468513488769531
Texas,Jackson,1732,3070,3428,1632,17.562360763549805,31.129589080810547,34.75968551635742,16.54836654663086
Texas,Jasper,3608,10744,6580,3106,15.009568214416504,44.695899963378906,27.37332534790039,12.921208381652832
Texas,Jeff Davis,359,342,479,518,21.142520904541016,20.141342163085938,28.209657669067383,30.50647735595703
Texas,Jefferson,26703,53941,55174,33216,15.79741382598877,31.911331176757812,32.640769958496094,19.650484085083008
Texas,Jim Hogg,774,1142,713,408,25.485675811767578,37.60289764404297,23.477115631103516,13.434309959411621
Texas,Jim Wells,6462,9403,6704,3131,25.14396858215332,36.587547302246094,26.085603713989258,12.182879447937012
Texas,Johnson,15612,39142,33919,20431,14.309283256530762,35.87586212158203,31.088685989379883,18.72616958618164
Texas,Jones,3184,5675,4127,1724,21.645139694213867,38.57919692993164,28.055744171142578,11.719918251037598
Texas,Karnes,2594,3945,2514,1640,24.258861541748047,36.89329528808594,23.51070785522461,15.337136268615723
Texas,Kaufman,11305,25708,26111,16305,14.232836723327637,32.36601257324219,32.873382568359375,20.527767181396484
Texas,Kendall,2164,6162,8994,12590,7.2350382804870605,20.601804733276367,30.07021141052246,42.09294509887695
Texas,Kenedy,281,77,20,4,73.56021118164062,20.157068252563477,5.235601902008057,1.047120451927185
Texas,Kent,67,154,131,120,14.194914817810059,32.62711715698242,27.75423812866211,25.423728942871094
Texas,Kerr,4290,10219,12809,10289,11.407450675964355,27.173131942749023,34.060150146484375,27.359268188476562
Texas,Kimble,479,1057,956,722,14.903547286987305,32.887367248535156,29.74486541748047,22.464218139648438
Texas,King,32,55,38,33,20.253164291381836,34.81012725830078,24.05063247680664,20.886075973510742
Texas,Kinney,635,1087,876,359,21.474468231201172,36.760231018066406,29.62462043762207,12.1406831741333
Texas,Kleberg,3703,4584,4668,4228,21.550369262695312,26.67753028869629,27.166385650634766,24.605714797973633
Texas,Knox,433,823,660,482,18.056713104248047,34.32026672363281,27.52293586730957,20.10008430480957
Texas,Lamar,5306,11191,11005,6319,15.688477516174316,33.08890914916992,32.53895568847656,18.683658599853516
Texas,Lamb,2091,2701,2341,1196,25.10505485534668,32.428863525390625,28.10661506652832,14.359466552734375
Texas,Lampasas,1325,4327,6123,2925,9.013605117797852,29.435373306274414,41.65306091308594,19.897958755493164
Texas,La Salle,1906,2019,916,392,36.42270278930664,38.58207702636719,17.50429916381836,7.490922927856445
Texas,Lavaca,1982,5632,3873,2295,14.38107681274414,40.86489486694336,28.101871490478516,16.65215492248535
Texas,Lee,1781,4191,3924,1696,15.364044189453125,36.15424346923828,33.85093307495117,14.630780220031738
Texas,Leon,2183,4785,3320,1681,18.23878288269043,39.97827911376953,27.738323211669922,14.044614791870117
Texas,Liberty,12291,20533,16161,5279,22.650375366210938,37.83908462524414,29.782176971435547,9.728364944458008
Texas,Limestone,3055,5386,5358,2402,18.856861114501953,33.2448616027832,33.0720329284668,14.826245307922363
Texas,Lipscomb,399,728,668,440,17.85234832763672,32.57270812988281,29.88814353942871,19.686800003051758
Texas,Live Oak,2003,2956,2656,1057,23.09732437133789,34.08671569824219,30.62730598449707,12.188652992248535
Texas,Llano,2388,4461,5734,4258,14.179680824279785,26.48892593383789,34.04785919189453,25.28353500366211
Texas,Loving,14,14,43,0,19.71830940246582,19.71830940246582,60.56338119506836,0.0
Texas,Lubbock,24887,46109,54810,54246,13.822117805480957,25.608713150024414,30.441205978393555,30.127962112426758
Texas,Lynn,938,1120,1092,657,24.638822555541992,29.419490814208984,28.684003829956055,17.25768280029297
Texas,McCulloch,1310,1560,1804,977,23.181737899780273,27.60573387145996,31.923553466796875,17.28897476196289
Texas,McLennan,22962,41154,51225,36921,15.080584526062012,27.028411865234375,33.642669677734375,24.248334884643555
Texas,McMullen,36,162,155,143,7.2580647468566895,32.66128921508789,31.25,28.830644607543945
Texas,Madison,1870,3752,2689,1435,19.187358856201172,38.49784469604492,27.59080696105957,14.723989486694336
Texas,Marion,1122,3111,2231,1115,14.80406379699707,41.047630310058594,29.436601638793945,14.711703300476074
Texas,Martin,751,1095,867,608,22.613670349121094,32.97199630737305,26.10659408569336,18.3077392578125
Texas,Mason,352,764,956,791,12.294795989990234,26.68529510498047,33.39154815673828,27.62836265563965
Texas,Matagorda,4685,7614,7600,4203,19.438220977783203,31.590740203857422,31.53265380859375,17.438386917114258
Texas,Maverick,13300,7433,7938,4169,40.4993896484375,22.633983612060547,24.171741485595703,12.694884300231934
Texas,Medina,5659,10417,10869,6671,16.834245681762695,30.98822021484375,32.33281707763672,19.844717025756836
Texas,Menard,389,636,420,318,22.06466293334961,36.07487106323242,23.823028564453125,18.03743553161621
Texas,Midland,16284,26985,33084,28785,15.488215446472168,25.66626739501953,31.467214584350586,27.37830352783203
Texas,Milam,3103,6352,4876,2350,18.60200309753418,38.07925033569336,29.23086166381836,14.087883949279785
Texas,Mills,609,1142,1171,653,17.03496551513672,31.944055557250977,32.755245208740234,18.26573371887207
Texas,Mitchell,1189,2244,1510,631,21.331180572509766,40.25834274291992,27.09006118774414,11.320416450500488
Texas,Montague,1947,5130,4248,2307,14.282570838928223,37.632041931152344,31.161972045898438,16.923416137695312
Texas,Montgomery,45780,85201,113465,128928,12.261164665222168,22.819210052490234,30.389101028442383,34.53052520751953
Texas,Moore,4077,3264,3350,1779,32.69446563720703,26.174819946289062,26.86447525024414,14.266239166259766
Texas,Morris,984,3559,2824,1233,11.44186019897461,41.38372039794922,32.83720779418945,14.337209701538086
Texas,Motley,110,275,347,148,12.5,31.25,39.431819915771484,16.81818199157715
Texas,Nacogdoches,6420,10763,11221,9229,17.05949592590332,28.599899291992188,29.81691551208496,24.52368927001953
Texas,Navarro,6889,9285,10706,5086,21.551023483276367,29.04648780822754,33.49183654785156,15.91065502166748
Texas,Newton,1635,4209,3020,956,16.649694442749023,42.861507415771484,30.753564834594727,9.735234260559082
Texas,Nolan,1684,3338,3034,1443,17.728181838989258,35.140541076660156,31.940204620361328,15.191072463989258
Texas,Nueces,40461,68931,74723,51445,17.176515579223633,29.26260757446289,31.7214298248291,21.839447021484375
Texas,Ochiltree,1552,2006,1564,949,25.564157485961914,33.04233169555664,25.761817932128906,15.631691932678223
Texas,Oldham,122,470,393,278,9.659541130065918,37.21298599243164,31.116390228271484,22.011085510253906
Texas,Orange,6778,20906,19747,8708,12.073602676391602,37.239707946777344,35.17518997192383,15.51149845123291
Texas,Palo Pinto,3078,6638,6510,3223,15.826006889343262,34.13029098510742,33.4721565246582,16.57154655456543
Texas,Panola,2695,4950,5554,2542,17.120895385742188,31.44654083251953,35.283653259277344,16.148910522460938
Texas,Parker,10219,25888,29970,23710,11.381380081176758,28.83268165588379,33.378997802734375,26.406940460205078
Texas,Parmer,1747,1864,1308,1070,29.17014503479004,31.12372589111328,21.84004020690918,17.866086959838867
Texas,Pecos,3257,3788,2462,1037,30.889604568481445,35.92564392089844,23.34977149963379,9.834977149963379
Texas,Polk,6460,13896,10228,4618,18.35123062133789,39.47502899169922,29.05516815185547,13.118573188781738
Texas,Potter,17425,24254,22760,11275,23.014238357543945,32.03370666503906,30.06049156188965,14.891565322875977
Texas,Presidio,2055,701,721,934,46.58807373046875,15.892087936401367,16.34549903869629,21.17433738708496
Texas,Rains,1277,3542,2716,1199,14.621021270751953,40.55415725708008,31.09686279296875,13.727959632873535
Texas,Randall,6766,20196,32769,28659,7.654712200164795,22.848737716674805,37.07320022583008,32.4233512878418
Texas,Reagan,387,911,649,228,17.79310417175293,41.88505935668945,29.839080810546875,10.482758522033691
Texas,Real,377,687,801,392,16.703588485717773,30.438634872436523,35.48958969116211,17.368186950683594
Texas,Red River,1305,3600,2904,1112,14.62840461730957,40.35422134399414,32.552406311035156,12.464970588684082
Texas,Reeves,3177,3433,2599,1291,30.257143020629883,32.69523620605469,24.75238037109375,12.295238494873047
Texas,Refugio,951,1852,1459,555,19.742578506469727,38.447166442871094,30.28856086730957,11.52169418334961
Texas,Roberts,41,170,209,140,7.3214287757873535,30.35714340209961,37.32143020629883,25.0
Texas,Robertson,1795,4123,3811,1870,15.475472450256348,35.54616928100586,32.85628128051758,16.122079849243164
Texas,Rockwall,4591,11825,21001,25668,7.277482986450195,18.744550704956055,33.29000473022461,40.68796157836914
Texas,Runnels,1470,2488,1823,1281,20.81563377380371,35.230812072753906,25.81421661376953,18.13933753967285
Texas,Rusk,7133,11707,12303,5700,19.36052894592285,31.775371551513672,33.39304733276367,15.471053123474121
Texas,Sabine,1215,2819,2500,1394,15.32542896270752,35.557518005371094,31.533803939819336,17.583250045776367
Texas,San Augustine,1076,2442,1725,853,17.65091896057129,40.05905532836914,28.297245025634766,13.992782592773438
Texas,San Jacinto,3091,9580,5038,2244,15.49140453338623,48.0128288269043,25.24933624267578,11.246429443359375
Texas,San Patricio,8624,14028,13531,6681,20.119447708129883,32.72676467895508,31.56728172302246,15.586505889892578
Texas,San Saba,1061,1468,1084,594,25.219871520996094,34.894222259521484,25.766578674316406,14.119324684143066
Texas,Schleicher,402,488,752,326,20.426828384399414,24.7967472076416,38.21138381958008,16.565040588378906
Texas,Scurry,2378,3821,3133,1809,21.34458351135254,34.2967414855957,28.121353149414062,16.237321853637695
Texas,Shackelford,304,489,763,683,13.577489852905273,21.840106964111328,34.07771301269531,30.504690170288086
Texas,Shelby,3826,5690,4478,2241,23.566368103027344,35.04773712158203,27.58238410949707,13.803510665893555
Texas,Sherman,435,638,691,312,20.95375633239746,30.732177734375,33.28516387939453,15.028902053833008
Texas,Smith,21183,34903,53483,39346,14.224893569946289,23.438203811645508,35.91511917114258,26.421783447265625
Texas,Somervell,647,2408,1542,1650,10.356971740722656,38.54650115966797,24.683847427368164,26.412677764892578
Texas,Starr,16619,9379,6084,3515,46.686519622802734,26.347726821899414,17.091327667236328,9.874427795410156
Texas,Stephens,1350,1801,2117,1021,21.46605110168457,28.63730239868164,33.661949157714844,16.234695434570312
Texas,Sterling,82,403,216,74,10.580645561218262,52.0,27.870967864990234,9.54838752746582
Texas,Stonewall,185,340,317,146,18.72469711303711,34.41295623779297,32.08502197265625,14.777327537536621
Texas,Sutton,667,845,610,438,26.0546875,33.0078125,23.828125,17.109375
Texas,Swisher,1340,1499,1407,766,26.7358341217041,29.908220291137695,28.0726261138916,15.283320426940918
Texas,Tarrant,182491,314880,392574,424067,13.888076782226562,23.9632511138916,29.8759822845459,32.27268981933594
Texas,Taylor,8915,25865,27654,21084,10.674345970153809,30.969371795654297,33.11142349243164,25.244857788085938
Texas,Terrell,102,202,311,139,13.527851104736328,26.790451049804688,41.24668502807617,18.435012817382812
Texas,Terry,2526,2529,2025,910,31.614517211914062,31.65206527709961,25.344181060791016,11.389236450195312
Texas,Throckmorton,146,389,318,237,13.394495010375977,35.688072204589844,29.174312591552734,21.743120193481445
Texas,Titus,4639,6649,5363,3253,23.306873321533203,33.40534591674805,26.944332122802734,16.343448638916016
Texas,Tom Green,10378,22843,23879,18481,13.730963706970215,30.223203659057617,31.59391975402832,24.45191192626953
Texas,Travis,89931,139014,192725,421360,10.66759204864502,16.489805221557617,22.86098861694336,49.98161315917969
Texas,Trinity,1792,3802,3633,1364,16.920026779174805,35.89840316772461,34.302711486816406,12.878859519958496
Texas,Tyler,2718,6500,3872,2026,17.980947494506836,43.00079345703125,25.61524200439453,13.403017044067383
Texas,Upshur,3948,9605,9576,4768,14.152059555053711,34.43022537231445,34.326271057128906,17.09144401550293
Texas,Upton,594,1001,601,234,24.44444465637207,41.193416595458984,24.73250961303711,9.629630088806152
Texas,Uvalde,4049,4912,4783,2996,24.18757438659668,29.342891693115234,28.572282791137695,17.897253036499023
Texas,Val Verde,9374,7211,7492,5425,31.77411651611328,24.442411422729492,25.394887924194336,18.38858413696289
Texas,Van Zandt,5876,13065,13202,6009,15.401551246643066,34.24460220336914,34.60369110107422,15.750157356262207
Texas,Victoria,9765,18587,19867,12033,16.20693016052246,30.84876823425293,32.97317886352539,19.971120834350586
Texas,Walker,6509,18574,11813,9701,13.968710899353027,39.86093521118164,25.351417541503906,20.818937301635742
Texas,Waller,5002,9297,8247,6034,17.50174903869629,32.52973937988281,28.85584259033203,21.112667083740234
Texas,Ward,1575,2671,2205,918,21.373321533203125,36.246437072753906,29.922649383544922,12.457592964172363
Texas,Washington,3113,7292,6799,6284,13.253576278686523,31.04564094543457,28.94669532775879,26.754087448120117
Texas,Webb,49087,38292,35295,28650,32.4383430480957,25.304643630981445,23.324125289916992,18.932886123657227
Texas,Wharton,5865,7432,8832,4861,21.730270385742188,27.53612518310547,32.72323226928711,18.010374069213867
Texas,Wheeler,716,1089,1209,610,19.757173538208008,30.04966926574707,33.36092758178711,16.832229614257812
Texas,Wichita,11300,26740,26806,19455,13.404348373413086,31.71967124938965,31.797962188720703,23.078018188476562
Texas,Wilbarger,2021,3012,2477,1346,22.82068634033203,34.010841369628906,27.969738006591797,15.198735237121582
Texas,Willacy,4556,4741,2821,1178,34.26594543457031,35.65734100341797,21.216907501220703,8.859807014465332
Texas,Williamson,24500,74262,113722,149594,6.766497611999512,20.509944915771484,31.40814971923828,41.315406799316406
Texas,Wilson,4114,11940,9835,7197,12.4342622756958,36.087772369384766,29.725563049316406,21.752403259277344
Texas,Winkler,1421,1396,1415,380,30.810928344726562,30.268863677978516,30.680831909179688,8.239375114440918
Texas,Wise,6533,15461,14455,8003,14.696751594543457,34.78133773803711,32.51822280883789,18.00368881225586
