city,state,Construction - Central Staff Services,Regular Highways,Police Protection,Parks and Recreation,Current Operations - Police Protection,Sewerage,Local Fire Protection,Water Utilities,Central Staff Services,Protective Inspection and Regulation - Other,Financial Administration,General - Interest on Debt,Other Capital Outlay - Sewerage,Water Utilities - Interest on Debt,"Assistance and Subsidies - Public Welfare, Cash Assistance Programs - Other",Construction - Regular Highways,General - Other,Current Operations - General - Other,Solid Waste Management,General Public Buildings,Housing and Community Development,Transit Utilities,Corrections - Other,Judicial and Legal Services,Health - Other,Parking Facilities,Intergovernmental to Local - Other - Financial Administration,Intergovernmental to State - Transit Utilities,Other Capital Outlay - Local Fire Protection,Total Salaries and Wages,Construction - Housing and Community Development,Sea and Inland Port Facilities,Libraries,Miscellaneous Commercial Activities - Other,Intergovernmental to Local - Other - General - Other,Other - Health - Other,Other - Gas Utilities,Other - Sewerage,Other - Police Protection,Other - Judicial and Legal Services,Other Capital Outlay - General Public Building,Construction - Sewerage,Air Transportation,Public Welfare - Other,Intergovernmental to Local - Other - Transit Utilities,Other Capital Outlay - General - Other,Other Capital Outlay - Parks and Recreation,Construction - Parks and Recreation,Current Operations - Water Utilities,Construction - Electric Utilities,Elementary and Secondary Education,Current Operations - Electric Utilities,"Public Welfare, Vendor Payments for Medical Care",Electric Utilities - Interest on Debt,Other Capital Outlay - Police Protection,Electric Utilities,General Public Building,Gas Utilities,Other Capital Outlay - Regular Highways,Construction - Water Utilities,Intergovernmental to Local - Other - Correctional Institutions,Other - General - Other,Other - Central Staff Services,Intergovernmental to Local - Other - Police Protection,Natural Resources - Other,Correctional Institutions,Other - Transit Utilities,Other Capital Outlay - Solid Waste Management,Construction - Police Protection,Construction - Air Transportation,Intergovernmental to Local - Other - Public Welfare - Other,Other - Other Higher Education,Other - Housing and Community Development,Other - Elementary and Secondary Education,Other - Natural Resources - Other,Intergovernmental to State - Health - Other,Other Higher Education,Other Capital Outlay - Miscellaneous Commercial Activities - Other,Intergovernmental to Local - Other - Air Transportation,Intergovernmental to State - Air Transportation,Current Operations - Housing and Community Development,Intergovernmental to Local - Other - Housing and Community Development,Intergovernmental to State - Housing and Community Development,Protective Inspection and Regulations - Other,Other Capital Outlay - Housing and Community Development,Construction - General - Other,Gas Utilities - Interest on Debt,Intergovernmental to Local - Other - Libraries,Other Capital Outlay - Water Utilities,Other Capital Outlay - Electric Utilities,Intergovernmental to Local - Other - Water Utilities,Other - Financial Administration,Other - Local Fire Protection,Other - Parks and Recreation,Current Operations - Regular Highways,Current Operations - Sewerage,Current Operations - Elementary and Secondary Education,Other Capital Outlay - Elementary and Secondary Education,Construction - Parking Facilities,Current Operations - Central Staff Services,Other Capital Outlay - Protective Inspection and Regulation - Other,Toll Highways,Other Capital Outlay - Central Staff Services,Other - Water Utilities,Other - Solid Waste Management,Other Capital Outlay - Libraries,Intergovernmental to Local - Other - Central Staff Services,Other - Correctional Institutions,Other - Parking Facilities,Other - Public Welfare - Other,Other - Air Transportation,"Assistance and Subsidies - Public Welfare, Federal Categorical Assistance Programs","Public Welfare, Cash Assistance Programs - Other","Public Welfare, Vendor Payments for Other Purposes",Other - Libraries,Hospitals,Construction - Elementary and Secondary Education,Intergovernmental to Local - Other - Elementary and Secondary Education,Other Capital Outlay - Natural Resources - Other,Other - Regular Highways,Intergovernmental to Local - Other - Sewerage,Construction - Local Fire Protection,Current Operations - Gas Utilities,Other Capital Outlay - Financial Administration,Transit Utilities - Interest on Debt,Current Operations - Local Fire Protection,Intergovernmental to State - General - Other,Intergovernmental to State - Elementary and Secondary Education,Intergovernmental to Local - Other - Solid Waste Management,Other Capital Outlay - Air Transportation,Other - Hospitals,Construction - Solid Waste Management,Intergovernmental to Local - Other - Local Fire Protection,Current Operations - Correctional Institutions,Current Operations - Hospitals,Intergovernmental to Local - Other - Hospitals,Other Capital Outlay - Hospitals,Intergovernmental to State - Regular Highways,General,Own Hospitals,Fire Protection,Welfare - Other,Health Services - Other,Welfare Institutions,"Welfare, Vendor Payments for Other Purposes",Employee Retirement - Benefit Payments,Securities - Corporate Bonds (market),Total Cash and Deposits,Withdrawals,Equipment Only - Own Hospitals,Judicial and Legal,Correction - Other,Intergovernmental to State - Corrections,Welfare,Judicial,Central Staff,Natural Resource - Other,Intergovernmental to State - Sewerage,Construction - Public Welfare - Other,Intergovernmental to Local - Other - Health - Other,Intergovernmental to State - Electric Utilities,Construction - Hospitals,Other Capital Outlay - Health - Other,Construction - Gas Utilities,"Current Operations - Public Welfare, Vendor Payments for Other Purposes",Construction - General Public Buildings,"Public Welfare, Federal Categorical Assistance Programs",Construction - Transit Utilities,Current Operations - Health - Other,Liquor Stores,Other Capital Outlay - Transit Utilities,Intergovernmental to State - Water Utilities,Other - Electric Utilities,Intergovernmental to Local - Other - Judicial and Legal Services,Intergovernmental to State - Judicial and Legal Services,Intergovernmental to Local - Other - Parking Facilities,Current Operations - Financial Administration,Current Operations - Parks and Recreation,Construction - Sea and Inland Port Facilities,Intergovernmental to Local - Other - Sea and Inland Port Facilities,Other Capital Outlay - Sea and Inland Port Facilities,Intergovernmental to Local - Other - Electric Utilities,Other - Protective Inspection and Regulations,Intergovernmental to Local - Other - Parks and Recreation,Construction - Natural Resources - Other,Current Operations - Liquor Stores,Other Capital Outlay - Gas Utilities,Other Capital Outlay - Parking Facilities,Intergovernmental to Local - Other - Corrections,Current Operations - General Public Buildings,Current Operations - Air Transportation,Other - Corrections,Construction - Toll Highways,Intergovernmental to Local - Other - Regular Highways,Intergovernmental to State - Police Protection,Construction - Protective Inspection and Regulation - Other,Current Operations - Transit Utilities,Construction - Financial Administration,Intergovernmental to State - Natural Resources - Other,Other Capital Outlay - Public Welfare - Other,Public Welfare,Public Welfare Institutions,Other - Health,Construction - Libraries,Corrections,Intergovernmental to State - Hospitals,Intergovernmental to State - Financial Administration,Higher Education Auxiliary Enterprises,Intergovernmental to State - Public Welfare - Categorical Assistance Programs,Employee Retirement - Corporate Stocks,Corporate Bonds,Benefit Payments,Intergovernmental to Local - Other - Natural Resources - Other,Intergovernmental to State - Solid Waste Management,Current Operations - Toll Highways,Current Operations - Solid Waste Management
Martinsville,Virginia,,2.07,4.86,1.04,,10.43,22.38,26.92,125.70,18.88,142.19,56.08,,,,,19.36,,118.53,66.91,266.05,,23.34,192.45,23.34,42.06,,,,1253.54,,,25.89,,,,,,,,,,,48.99,,,,,,,53.05,,,0.32,,1121.87,35.13,,,,,,,,0.56,3.19,,,,,,1.43,,,,,,,,,,,,,,,,,,70.81,,,,,,,2296.08,,,,,,,,,,,,,,,,,,,,463.84,44.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort-Worth,Texas,,64.56,0.04,99.62,320.90,157.88,157.42,156.88,29.95,11.99,13.75,69.65,,31.76,,87.64,172.60,,61.27,8.10,22.83,,,28.17,0.06,3.51,,,,644.65,,,24.34,,,,,,,,,,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millville,New-Jersey,,,259.65,21.17,,218.03,49.54,144.54,21.32,13.80,71.30,27.09,,,,,,402.69,25.88,90.29,,,,17.01,,,,,,,,,25.92,,,2.19,,,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,,,,,,,,,,,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.51,14.17,,,,,,,,,,,,,,,,,,,,,,
Lafayette,Colorado,,70.36,195.29,4.33,,81.24,5.87,157.82,61.46,,40.31,40.25,,13.46,,,4.63,,57.06,32.36,13.39,,,19.49,66.18,,,,,,,,42.49,3.49,,,,,,,,,,,,,67.62,,,,,,,,,,,,,206.44,,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State-College,Pennsylvania,,106.29,,1.33,215.49,117.79,11.67,,4.51,,38.07,21.23,,,,,66.08,,3.75,41.63,1.02,3.37,,1.76,9.54,1.47,,,,277.49,,,10.60,,,,,,,,,,,,,,,,,,,,,,6.62,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstaff,Arizona,,5.65,5.84,2.60,243.78,6.78,3.50,4.04,0.40,,0.85,50.07,,,,192.60,0.37,,90.15,16.07,7.38,3.93,,0.07,,4.02,,,,683.37,,,0.23,3.41,,,,,,,,,28.09,,,,,,,,,,,,,,,,,,,0.01,,11.37,13.51,,,10.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,
Newport,North-Carolina,5.23,89.52,136.79,8.93,,119.80,,116.53,95.40,2.18,,46.40,,43.13,,,41.39,,54.45,,,,,,,,,,,,,,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,30.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astoria,Oregon,,43.53,22.67,57.81,321.92,69.10,18.87,171.34,73.59,19.27,7.39,91.26,,11.48,,,35.05,,2.60,5.39,,,,16.18,,,,,,1101.25,,3.20,44.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South-Lake-Tahoe,California,,4.73,11.62,5.86,419.11,,1.26,,0.54,260.98,45.55,235.21,,,,,6.62,,,,2.61,4.23,,,3.92,15.36,,,,,,,,,,,,,,,,,58.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.70,,,,,,,,,,,,,,,,,,,,
Montoursville,Pennsylvania,,6.14,6.82,2.27,151.63,,31.37,150.03,52.28,,2.73,,,,,,0.68,,1.36,8.41,2.96,3.86,,5.91,0.68,,,,,214.37,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,15.46,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,46.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacksonville,Florida,,31.02,6.21,120.24,,1.08,0.20,57.05,0.09,12.71,0.06,114.97,,68.39,,,192.00,,82.03,,0.00,175.17,,0.33,0.44,4.21,,,,28.10,,35.67,3.97,,,,,,,,,,59.08,2.60,,,,,,180.75,,1175.76,,132.37,,,,,,,,,,,76.36,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison,Wisconsin,,3.06,,156.43,285.23,122.65,4.23,97.72,2.37,15.12,26.52,137.95,,,,126.17,62.81,,56.71,7.68,151.31,250.15,,11.75,59.72,38.91,,,,,,,60.34,,,,,,,,,,,,,,,,,,,,,,12.14,,,,,,,,,,15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wynne,Arkansas,,114.47,,29.94,172.54,73.17,78.07,99.63,29.42,,14.84,2.32,,,,,12.52,,114.72,2.32,,,,19.36,26.33,,,,4.39,266.87,,,,,,,,,,,,,4.13,,,,,16.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waco,Texas,,2.60,3.22,4.83,297.88,77.16,0.22,160.36,0.08,13.95,1.26,73.43,,3.90,,,82.23,,0.11,27.74,27.74,0.34,,0.04,0.38,,,,,526.62,,,0.90,,,,,,,,,,10.77,,,11.87,,,,,,,,,,,1.72,,,56.44,,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence,Kentucky,,138.13,12.03,49.99,168.37,37.72,10.36,154.68,9.54,,,,,22.21,,181.49,,,,,,,,,,,,,,470.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamsport,Pennsylvania,,57.33,5.04,88.27,,,3.69,,62.55,32.14,29.02,18.59,,,,,26.82,,,25.79,17.14,24.59,,5.89,,,,,,440.18,,,,,,,,,,,,,,,,,,97.74,,,,,,,,,,,,,,,,,12.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.90,,,,,,,,,,,,,,,,,,,,,,,,,,309.05,,,,,,,,,,,,,,,,,,,
Greencastle,Indiana,,3.02,136.22,1.95,,124.25,0.29,2.73,23.56,,0.78,4.38,4.87,,,,42.94,,26.78,1.17,,,,4.58,6.23,,,,,,,,,24.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,79.94,,,,,,,0.10,,162.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belfast,Maine,,152.12,167.54,0.60,,128.31,1.95,,0.45,,0.30,47.46,,,16.17,44.62,,273.99,50.46,20.36,,,,6.89,73.96,,,,,,,,66.33,22.46,,,,,,,,,4.49,30.84,,,,,,,,,,,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laramie,Wyoming,,0.79,2.63,2.08,206.51,0.37,4.52,170.49,10.67,11.74,1.31,12.26,,6.97,,,33.47,,104.70,30.14,8.83,,,24.70,0.67,,,,,1189.32,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.67,,,111.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moundsville,West-Virginia,,170.26,,73.80,303.08,242.61,,188.44,185.29,,,19.63,18.18,74.29,,,,,132.94,,,,,,,,,,,279.57,,,,,,,,,,,,83.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake-City,Florida,,42.26,17.00,0.24,,289.59,4.13,,59.83,36.43,5.59,12.14,,129.53,,,16.43,,35.70,,,,,13.60,5.59,,,,,,,,,,,,,,,,,,68.81,8.91,,,,,434.18,,,,,,,,,249.60,,565.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfside-Beach,South-Carolina,,8.40,20.77,15.91,518.67,,188.29,,274.03,,89.50,2.65,,,,318.45,35.80,,238.90,28.29,,,,45.08,,38.01,,,21.88,862.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin-Park,Illinois,,23.88,15.83,,466.10,17.30,386.17,207.24,25.42,42.21,344.87,340.10,,,,47.82,286.61,,92.42,,,,,,19.80,,,,,739.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluefield,Virginia,,173.87,328.51,75.67,,,30.39,222.66,94.89,17.99,69.88,,,,,,,400.04,63.47,32.66,,63.26,,,,,,,,37.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richland,Washington,,25.74,0.79,1.08,,71.40,195.48,71.72,26.81,2.90,98.19,43.35,,15.39,,38.59,17.11,,61.45,6.20,17.79,0.38,,24.35,12.73,,,,,669.35,,,85.94,0.33,,0.24,,59.03,14.22,,,,,,,,,,,,,839.12,,54.08,,,,,,,,19.01,3.47,,4.05,,,,,,,,4.89,,3.33,,,,,,,,,,,,,,29.03,,,0.15,8.28,9.72,,,,,,,,,,117.15,61.69,,,19.20,,,,,,,2.87,,,,,43.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.89,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christiansburg,Virginia,,133.27,12.50,2.09,283.72,0.22,4.76,97.01,6.59,15.40,0.36,10.15,,7.52,,115.69,29.32,,29.77,26.70,11.39,,,3.65,14.77,,,,,622.30,,,,0.93,,,,,39.91,,,,,,,,,,,,,,,,,,0.80,,37.69,,,,,,,,13.48,,,,,,14.11,,,,,,,,,,,,,,,,,,117.52,,,,,,,,,,,,,,20.96,,,,,0.18,5.43,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield,Ohio,,77.84,1.22,12.08,448.68,165.38,1.21,1.44,0.85,,33.66,42.77,,3.43,,,2.70,,,,87.54,60.11,5.54,3.57,1.73,,,,,805.15,,,,,,,,,,,,81.34,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.43,,,,,,,,,,,,,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake-Charles,Louisiana,,177.29,,1.49,232.08,106.04,185.86,0.88,65.97,,20.64,57.59,,,,180.44,59.16,,,,184.45,0.18,,0.08,6.40,,,,,29.63,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurens,South-Carolina,,,,23.28,188.83,,75.60,,,11.07,,17.40,,,,,70.29,,116.06,76.73,,,,7.35,,,,,,12.43,,,,,,,,,,,,,,,,,17.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wichita,Kansas,,52.11,0.09,0.45,216.28,96.48,115.30,101.68,19.94,19.33,12.38,220.44,,39.58,,169.14,102.49,,4.86,43.39,1.47,32.41,,24.10,5.44,2.65,,,,,,,21.81,0.20,,,,,,,,,55.79,,,,,,,,,,,,,,,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbondale,Illinois,146.59,102.74,4.90,8.97,437.35,6.34,169.44,99.27,0.28,23.24,52.19,114.90,,,,,116.77,,9.85,53.02,2.75,,,,,6.34,,,41.02,603.44,,,42.02,8.21,43.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,Indiana,,37.16,12.67,0.69,,0.66,201.73,368.05,0.04,,0.22,119.91,,7.96,,,4.24,,52.95,10.66,2.61,,3.47,12.87,,0.89,,,13.80,,,,,,,,,,,,,,0.27,,,,,,,,,3026.90,,2.48,,0.27,0.62,,,200.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niceville,Florida,,45.70,5.38,34.75,,,72.06,205.86,0.13,1.63,3.57,1.75,,27.30,,,4.26,,7.76,,,,,2.50,3.51,,,,61.86,,,,2.82,,,,,,,,,64.68,,,,,,,,,,,,,,,,,,,,,,,22.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indianola,Mississippi,,23.57,,1.22,219.10,48.36,2.88,42.71,19.59,15.49,22.24,6.20,,46.14,,318.69,4.20,,63.85,,,,,0.33,14.27,,,,,400.69,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chino-Valley,Arizona,,62.95,4.77,0.48,,84.93,,2.10,113.62,,,61.25,,2.83,,,8.24,552.08,,,,,,,,,,,,258.83,,,1.54,,,,,,,,,,,22.14,,,,,,,,,,,,,,,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,,21.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand-Junction,Colorado,,135.57,5.75,8.98,449.97,2.14,0.50,91.81,15.36,7.66,3.19,67.88,,2.26,,,13.79,,66.80,39.25,22.00,,,19.31,,5.68,,,,1004.69,,,,,6.04,,,,,,,92.30,,,,,,,,,,,,,,,2.45,,99.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springdale,Arkansas,,4.50,4.57,4.47,195.18,85.98,2.79,121.69,12.86,0.28,0.96,57.02,,,,,12.93,,29.07,,11.34,,,0.51,0.05,,,,,287.96,,,0.18,0.63,,,,,,,,,1.16,,,,,26.54,,,,,,,8.96,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
